,title,price,type,beds,studio,baths,area,location,handover,payment,offplan,verified_plan,agent_plan
290,Marina View | Renovated | 3 Bedrooms,"3,850,000",Apartment,3,,3,"1,797 sqft","Sadaf 4, Sadaf, Jumeirah Beach Residence (JBR), Dubai",,,,on 10th of April 2025,TruBroker™
291,Vacant | Furnished | Great Investment,"720,000",Apartment,1,,1,479 sqft,"UNA Apartments, Town Square, Dubai",,,,on 10th of April 2025,TruBroker™
292,Studio with Bright Layout | Ready To Move In | Best Price,"600,000",Apartment,,Studio,1,329 sqft,"Golf Promenade 2B, Golf Promenade 2, Golf Promenade, Golf Town, DAMAC Hills, Dubai",,,,on 10th of April 2025,TruBroker™
293,Exclusive | Vacant on Transfer | High ROI,"574,999",Apartment,,Studio,1,346 sqft,"UNA Apartments, Town Square, Dubai",,,,on 10th of April 2025,TruBroker™
294,Vacant | Furnished | Prime Location | High ROI,"1,550,000",Apartment,2,,3,"1,358 sqft","Capital Bay Tower A, Capital Bay Towers, Business Bay, Dubai",,,,on 10th of April 2025,
295,Fully Furnished | Bright Unit | Canal View,"2,500,000",Apartment,1,,2,815 sqft,"The Voleo, Business Bay, Dubai",,,,on 10th of April 2025,TruBroker™
296,Full Marina View | Vacant | Converted 3 Bed,"4,799,999",Apartment,2,,3,"1,767 sqft","LIV Residence, Dubai Marina, Dubai",,,,on 10th of April 2025,
297,Luxurious 2BR | Branded Living | Prime Location,"3,950,000",Apartment,2,,3,"1,222 sqft","St. Regis The Residences Tower 1, St. Regis The Residences, Downtown Dubai, Dubai",Q4 2026,70/30,Off-Plan,on,
298,Ultra Luxury | Downtown Elegance | Burj Views,"7,250,000",Apartment,3,,4,"1,798 sqft","St. Regis The Residences Tower 1, St. Regis The Residences, Downtown Dubai, Dubai",Q4 2026,70/30,Off-Plan,on,
299,Attractive Payment Plan | 20 now 80 on Handover,"1,548,178",Apartment,1,,1,854 sqft,"The Roof Residence, Nad Al Sheba Gardens 1, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai",Q4 2025,50/50,Off-Plan,on,TruBroker™
300,Attractive Payment Plan | 20 now 80 on Handover,"2,314,616",Apartment,2,,3,"1,365 sqft","The Roof Residence, Nad Al Sheba Gardens 1, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai",Q4 2025,50/50,Off-Plan,on,TruBroker™
301,Seize Your Opportunity: Stunning 1BHK with Study I Profitable Investment,"1,150,000",Apartment,1,,2,813 sqft,"48 Parkside, Arjan, Dubai",Q1 2025,50/50,"Off-Plan
|
Initial Sale",on,TruBroker™
302,2BR LUXURY APARTMENT FOR SALE IN CHEAP PRICE WITH HIGH ROI,"2,625,000",Apartment,2,,2,"1,076 sqft","Sobha One Tower B, Sobha One, Sobha Hartland, Dubai",Q4 2026,60/40,Off-Plan,on,TruBroker™
303,Urgent Sale | 0% Premium | Partial Golf View,"1,590,000",Apartment,1,,1,747 sqft,"Greenside Residence Tower A, Greenside Residence, Dubai Hills Estate, Dubai",Q3 2027,90/10,Off-Plan,on,TruBroker™
304,Tower C 05 | Close to OP | Motivated | Urgent,"5,400,000",Apartment,2,,3,"1,335 sqft","DAMAC Bay Tower C, DAMAC Bay by Cavalli, Dubai Harbour, Dubai",,,Off-Plan,on,TruBroker™
305,Modern Apartments | 45/55 Payment Plan | Handover,"946,000",Apartment,1,,2,645 sqft,"Odessa, Town Square, Dubai",Q4 2027,45/55,"Off-Plan
|
Initial Sale",on,
306,Fully Furnished | Huge Layout | Investors Deal,"1,000,000",Apartment,1,,2,925 sqft,"Olympic Park 3, Olympic Park, Dubai Sports City, Dubai",,,,on 9th of April 2025,TruBroker™
307,Best Layout | Fully Furnished | Lagoon View,"1,990,000",Apartment,1,,2,912 sqft,"Waves Grande, Sobha Hartland, Dubai",,,,on 9th of April 2025,TruBroker™
308,3 Bedroom Apartment for Sale | Multiple Units Available,"7,000,000",Apartment,3,,5,"2,252 sqft","Building 4B, City Walk, Al Wasl, Dubai",,,,on 9th of April 2025,
309,Spacious 2Bed|Full Boulevard View| Vacant July2025,"1,300,000",Apartment,2,,2,931 sqft,"Safi Apartments 1A, Safi Apartments, Town Square, Dubai",,,,on 9th of April 2025,TruBroker™
310,Modern Luxury Living Brand New 4 Bedroom Apartment,"6,700,000",Apartment,4,,4,"2,277 sqft","Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",,,,on 9th of April 2025,TruBroker™
311,Prime Location | Spacious Layout | Limited Units,"750,000",Apartment,1,,2,837 sqft,"Etlala Residence 2, Dubai Land Residence Complex, Dubai",,,,on 9th of April 2025,TruBroker™
312,Exclusive | Vacant | Sidra Villas View,"1,699,000",Apartment,2,,1,722 sqft,"Collective Tower 1, Collective, Dubai Hills Estate, Dubai",,,,on 9th of April 2025,TruBroker™
313,2 Bedroom Apartment for Sale | Multiple Units Available.,"4,450,000",Apartment,2,,3,"1,924 sqft","Building 4B, City Walk, Al Wasl, Dubai",,,,on 9th of April 2025,
314,Fully Furnished | Hollywood Themes | Burj View,"4,000,000",Apartment,3,,3,"1,586 sqft","DAMAC Paramount Tower (Midtown) Hotel And Residences, Business Bay, Dubai",,,,on 9th of April 2025,
315,Fully Furnished | Large Layout | High ROI,"1,275,000",Apartment,,Studio,1,521 sqft,"The Sterling East, The Sterling, Business Bay, Dubai",,,,on 9th of April 2025,TruBroker™
316,Fully Furnished | Large Layout | High ROI,"1,275,000",Apartment,,Studio,1,522 sqft,"The Sterling East, The Sterling, Business Bay, Dubai",,,,on 9th of April 2025,TruBroker™
317,Upgraded | Great View | High ROI,"779,000",Apartment,1,,2,634 sqft,"Afnan 4, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",,,,on 9th of April 2025,TruBroker™
318,"Ready Soon - Spacious, Luxurious, and Affordable 3BR + Maids - No Commission","1,768,000",Apartment,3,,3,"1,814 sqft","Rapunzel Tower, Majan, Dubai",,40/60,Off-Plan,on,
319,Move in soon! Affordable Luxury Apartments in premium Location. Direct from Developer.,"940,000",Apartment,1,,2,850 sqft,"Rapunzel Tower, Majan, Dubai",,40/60,Off-Plan,on,
320,Beautiful Large Studio | Premium Quality | Ready Soon | Direct from Developer | Limited Availability,"563,000",Apartment,,Studio,1,432 sqft,"Rapunzel Tower, Majan, Dubai",Q3 2025,40/60,Off-Plan,on,
321,"Ready Soon - Spacious, Luxurious, and Affordable 3BR + Maids + Storage - No Commission","1,730,000",Apartment,3,,3,"1,820 sqft","Shakespeare Tower, Majan, Dubai",Q3 2026,40/60,"Off-Plan
|
Initial Sale",on,
322,3 beds - Open Community & Pool view - Rented,"2,800,000",Apartment,3,,4,"1,896 sqft","Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR), Dubai",,,,on 9th of April 2025,
323,Downtown Community View | Spacious | High Floor,"2,900,000",Apartment,1,,1,810 sqft,"St. Regis The Residences Tower 1, St. Regis The Residences, Downtown Dubai, Dubai",Q4 2026,70/30,Off-Plan,on,TruBroker™
324,Spacious 1BR | High ROI | Open View,"800,000",Apartment,1,,2,892 sqft,"The Manhattan, JVC District 10, Jumeirah Village Circle (JVC), Dubai",,,,on 9th of April 2025,
325,3 Bed + Maid | Burj & Fountain View | Vacant | Post Handover 24 Months,"5,399,800",Apartment,3,,3,"1,533 sqft","Forte 2, Forte, Downtown Dubai, Dubai",,,,on 9th of April 2025,
326,Spacious | Affordable | With Terrace |Unfurnished,"1,100,000",Apartment,2,,3,"2,489 sqft","Centrium Tower 2, Centrium Towers, Dubai Production City (IMPZ), Dubai",,,,on 9th of April 2025,TruBroker™
327,Spacious | Affordable 1Bed Room| Vacant,"650,000",Apartment,1,,2,716 sqft,"Centrium Tower 3, Centrium Towers, Dubai Production City (IMPZ), Dubai",,,,on 9th of April 2025,TruBroker™
328,Unfurnished | Spacious Apartment | Bright Unit,"1,890,000",Apartment,1,,2,831 sqft,"Safa Two by De Grisogono, Aykon City, Business Bay, Dubai",Q4 2027,60/40,Off-Plan,on,
329,Exclusive | Near Metro | Furnished | Good ROI,"1,050,000",Apartment,1,,2,731 sqft,"Dream Tower 1, Dream Towers, Dubai Marina, Dubai",,,,on 8th of April 2025,
330,Exclusive | Largest Layout | Vacant,"3,500,000",Apartment,2,,3,"1,188 sqft","Downtown Views, Za'abeel 2, Za'abeel, Dubai",,,,on 8th of April 2025,
331,||NEAR PARK||SPACIOUS||BEST LOCATION||,"2,499,999",Apartment,2,,3,"1,535 sqft","Polo Residence D4, Polo Residence, Meydan Avenue, Meydan City, Dubai",,,,on 8th of April 2025,TruBroker™
332,1 Bedroom | Close to Metro | Rented,"750,000",Apartment,1,,1,450 sqft,"New Dubai Gate 1, JLT Cluster Q, Jumeirah Lake Towers (JLT), Dubai",,,,on 8th of April 2025,
333,One Bedroom | 2 Bath | Furnished | Vacant,"1,600,000",Apartment,1,,2,807 sqft,"Saba Tower, Jumeirah Lake Towers (JLT), Dubai",,,,on 8th of April 2025,
334,Fully Furnished | Palm View | Never Lived In,"22,000,000",Apartment,2,,3,"2,206 sqft","The Royal Atlantis Resort & Residences, The Crescent, Palm Jumeirah, Dubai",,,,on 8th of April 2025,
335,Vacant | Genuine Re-sale | Motivated Seller,"825,000",Apartment,1,,2,760 sqft,"Syann Park 1, Syann Park, Arjan, Dubai",,,,on 8th of April 2025,
336,Panoramic Creek View || Prime Location ||5Min to Dubai Mall,"1,140,000",Apartment,1,,2,634 sqft,"Lumiere Heights, Culture Village (Jaddaf Waterfront), Dubai",Q2 2027,65/35,Off-Plan,on,
337,Distress Deal FULLY FURNISHED | HIGH FLOOR | 1% PP,"1,033,000",Apartment,,Studio,1,421 sqft,"Viewz 2 by Danube, Viewz by Danube, Jumeirah Lake Towers (JLT), Dubai",,,Off-Plan,on,TruBroker™
338,Pool View | Premium 1BHK + Study + Private Pool | Resort-style Amenities,"1,299,999",Apartment,1,,2,877 sqft,"MAK I'Sola Bella, JVC District 18, Jumeirah Village Circle (JVC), Dubai",Q3 2027,50/50,"Off-Plan
|
Initial Sale",on,
339,Luxury Tower | Vacant | Great layout,"2,200,000",Apartment,1,,2,851 sqft,"Banyan Tree Residences, Jumeirah Lake Towers (JLT), Dubai",,,,on 8th of April 2025,TruBroker™
340,Spacious | Family Oriented Community | 60/40 PP,"930,000",Apartment,1,,1,649 sqft,"Savannah, Town Square, Dubai",Q2 2027,60/40,Off-Plan,on,TruBroker™
341,Corner Unit | Private Pool | Luxurious Finish,"1,337,000",Apartment,1,,2,773 sqft,"Vincitore Aqua Dimore, Dubai Science Park, Dubai",Q4 2026,50/50,"Off-Plan
|
Initial Sale",on,
342,Vacant soon | Near Metro | Vastu |,"1,580,000",Apartment,1,,1,991 sqft,"Green Lakes 3, JLT Cluster S, Jumeirah Lake Towers (JLT), Dubai",,,,on 8th of April 2025,TruBroker™
343,Exclusive | Furnished | Vacant Now | 1 Bed,"1,150,000",Apartment,1,,2,946 sqft,"Oxford Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",,,,on 8th of April 2025,TruBroker™
344,Luxurious Studio I Smart Features I High ROI,"700,000",Apartment,,Studio,1,435 sqft,"Avelon Boulevard, Arjan, Dubai",Q3 2025,50/50,"Off-Plan
|
Initial Sale",on,
345,Bright Ambiance | Valuable Unit | Exclusive,"650,000",Apartment,,Studio,1,441 sqft,"Dania 3, Dania District, Midtown, Dubai Production City (IMPZ), Dubai",,,,on 8th of April 2025,TruBroker™
346,Garden View | Near Amenities | Motivated,"6,250,000",Apartment,2,,3,"1,478 sqft","Bluewaters Residences 1, Bluewaters Residences, Bluewaters Island, Dubai",,,,on 8th of April 2025,TruBroker™
347,FAMILY HUB IN THE HEART OF AL JADDAF | FREEHOLD,"1,723,020",Apartment,2,,2,"1,190 sqft","Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",,,Off-Plan,on,
348,Prime Location Perfection: Luxurious 1 BHK + Study I Community Views I High-End Amenities,"1,050,999",Apartment,1,,2,861 sqft,"Lucky Royale Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Q4 2025,,"Off-Plan
|
Initial Sale",on,
349,Handover Soon | Luxury 2BR | Investment Deal,"2,350,000",Apartment,2,,2,916 sqft,"Peninsula One, Peninsula, Business Bay, Dubai",Q4 2024,30/70,Off-Plan,on,TruBroker™
350,I Elegant Smart Home I Premium Quality I With Kitchen Appliances I,"899,000",Apartment,1,,2,826 sqft,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai",,,,on 8th of April 2025,TruBroker™
351,Fully Upgraded | Sea Views | Unique Layout,"6,000,000",Apartment,2,,3,"1,327 sqft","Th8, The Crescent, Palm Jumeirah, Dubai",,,,on 8th of April 2025,TruBroker™
352,Below OP | High Floor | Creek View,"1,990,000",Apartment,1,,1,843 sqft,"Tower A, Design Quarter, Dubai Design District, Dubai",Q1 2027,60/40,Off-Plan,on,
353,Unique | Fully Upgraded | Burj Khalifa View,"6,950,000",Apartment,2,,3,"1,447 sqft","The Address Fountain Views 1, Address Dubai Mall, Downtown Dubai, Dubai",,,,on 8th of April 2025,TruBroker™
354,Mortgage Eligible | Brand New | Private Pool and Terrace,"2,780,000",Apartment,3,,3,"3,006 sqft","Binghatti Gardenia, JVC District 11, Jumeirah Village Circle (JVC), Dubai",,,,on 8th of April 2025,
355,Direct From The Developer | Flexible 40/60 payment plan,"970,400",Apartment,,Studio,1,366 sqft,"Creek Views III by Azizi, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Q3 2025,40/60,Off-Plan,on,
356,Flexible 40/60 payment plan | breathtaking Dubai Creek and the beautiful Dubai skyline views,"2,555,000",Apartment,2,,2,"1,068 sqft","Creek Views III by Azizi, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Q3 2025,40/60,Off-Plan,on,
357,Flexible 40/60 payment plan | breathtaking Dubai Creek and the beautiful Dubai skyline views,"5,055,000",Apartment,3,,3,"1,839 sqft","Creek Views III by Azizi, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Q3 2025,40/60,Off-Plan,on,
358,Direct From The Developer | Flexible 40/60 payment plan | Dubai Creek Views,"1,574,155",Apartment,1,,1,727 sqft,"Creek Views III by Azizi, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Q3 2025,40/60,Off-Plan,on,
359,Direct From The Developer | Flexible 40/60 payment plan,"1,650,000",Apartment,2,,2,"1,251 sqft","Azizi Central, Al Furjan, Dubai",Q4 2025,40/60,Off-Plan,on,
360,Direct From The Developer | Flexible 40/60 payment plan,"2,150,000",Apartment,3,,2,"1,662 sqft","Azizi Central, Al Furjan, Dubai",Q4 2025,40/60,Off-Plan,on,
361,Ready to Move In | Partial Lagoon View,"1,250,000",Apartment,1,,2,615 sqft,"Azizi Riviera 26, Azizi Riviera, Meydan One, Meydan City, Dubai",,,,on 8th of April 2025,TruBroker™
362,PAYMENT PLAN | PRIVATE POOL | DISTRESSED DEAL,"590,000",Apartment,,Studio,1,445 sqft,"Samana Ivy Gardens, Dubai Land Residence Complex, Dubai",Q2 2026,100/0,Off-Plan,on,TruBroker™
363,Flexible 40/60 payment plan | Waterfront Luxury Apartments,"3,120,000",Apartment,2,,2,"1,227 sqft","Azizi Riviera Reve Tower 3, Azizi Riviera Reve, Azizi Riviera, Meydan One, Meydan City, Dubai",Q2 2025,40/60,Off-Plan,on,
364,Flexible 40/60 payment plan | Waterfront Luxury Apartments,"2,323,000",Apartment,1,,1,912 sqft,"Azizi Riviera Reve Tower 3, Azizi Riviera Reve, Azizi Riviera, Meydan One, Meydan City, Dubai",Q2 2025,40/60,Off-Plan,on,
365,Flexible 40/60 payment plan | Waterfront Luxury Apartments,"4,950,000",Apartment,3,,4,"1,691 sqft","Azizi Riviera Reve Tower 1, Azizi Riviera Reve, Azizi Riviera, Meydan One, Meydan City, Dubai",Q2 2025,40/60,Off-Plan,on,
366,New Listing | Full Views | Sea and Marina,"3,700,000",Apartment,2,,3,"1,667 sqft","Trident Grand Residence, Dubai Marina, Dubai",,,,on 7th of April 2025,TruBroker™
367,Vacant Now | Pool View | Multiple Options,"1,130,000",Apartment,1,,2,745 sqft,"Joya Blanca Residences, Arjan, Dubai",,,,on 7th of April 2025,TruBroker™
368,Upgraded I Prime Location I High ROI,"1,300,000",Apartment,2,,2,"1,215 sqft","Al Fahad Tower 2, Barsha Heights (Tecom), Dubai",,,,on 7th of April 2025,TruBroker™
369,Furnished | High ROI | Stunning View | Vacant,"1,790,000",Apartment,1,,2,929 sqft,"Tower D, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",,,,on 7th of April 2025,
370,Multiple Options | Best Building | Water View,"3,550,000",Apartment,2,,3,"1,386 sqft","The Cove II Building 10, The Cove II, Dubai Creek Harbour, Dubai",,,Off-Plan,on,
371,FULLY FURNISHED I FULLY UPGRADE I FULL LAKE VIEW,"1,850,000",Apartment,1,,2,"1,439 sqft","Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",,,,on 7th of April 2025,
372,VASTU /SHEIKH ZAYED RD VIEW/HANDOVER 2026/ BEST LAYOUT / 2 BED + MAID,"3,200,000",Apartment,2,,4,"1,336 sqft","Park Views Residences A, Park Views Residences, Al Kifaf, Bur Dubai, Dubai",Q4 2026,40/60,Off-Plan,on,
373,Limited 3BHK Deal | Ultimate Comfort |High Yield !,"1,819,000",Apartment,3,,4,"1,500 sqft","Floarea Grande, Arjan, Dubai",Q3 2027,50/50,Off-Plan,on,
374,Study and Terrace | Resort Style Amenities,"1,230,888",Apartment,,Studio,1,482 sqft,"Chelsea Gardens, Jumeirah Garden City, Al Satwa, Dubai",Q1 2027,40/60,Off-Plan,on,
375,Marina View | Luxurious | Great Price,"570,000",Apartment,,Studio,1,80 sqft,"Ciel Tower, Dubai Marina, Dubai",Q3 2024,,Off-Plan,on,
376,Study and Terrace | Resort Style Amenities,"2,530,888",Apartment,2,,3,"1,193 sqft","Chelsea Gardens, Jumeirah Garden City, Al Satwa, Dubai",Q1 2027,40/60,Off-Plan,on,
377,Resale | High Floor | Multiple Options,"17,900,000",Apartment,3,,4,"3,201 sqft","Sensoria At FIVE Luxe, Jumeirah Beach Residence (JBR), Dubai",Q2 2023,30/70,Off-Plan,on,TruBroker™
378,Duplex | Private Terrace | Burj Khalifa View,"7,900,000",Apartment,3,,4,"2,435 sqft","Act Two, Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",,,,on 7th of April 2025,
379,Modern 2 BR | Payment Plan | Forest Living,"2,700,000",Apartment,2,,2,"1,587 sqft","Lacina, Ghaf Woods, Dubailand, Dubai",Q4 2027,60/40,Off-Plan,on,TruBroker™
380,Facing Golf Course | Brand New | Mortgageable | House 1,"1,974,999",Apartment,1,,2,839 sqft,"Ellington House 1, Ellington House, Dubai Hills Estate, Dubai",,,Off-Plan,on,TruBroker™
381,Spacious 1BR | Prime JVC Location | High ROI Investment,"700,000",Apartment,1,,2,905 sqft,"Mulberry 2, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai",,,,on 7th of April 2025,TruBroker™
382,2 Bedroom | Vacant | Lake and City View,"2,000,000",Apartment,2,,3,998 sqft,"Bonnington Tower, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",,,,on 7th of April 2025,
383,Studio Apartment | High Floor | Handover Soon,"665,000",Apartment,,Studio,1,486 sqft,"Tria, Dubai Silicon Oasis (DSO), Dubai",Q2 2025,49/51,Off-Plan,on,TruBroker™
384,3 Bedroom + Maid | Lake Views | 5.72% NET ROI,"2,050,000",Apartment,3,,3,"1,489 sqft","Jumeirah Bay X1, JLT Cluster X (Jumeirah Bay Towers), Jumeirah Lake Towers (JLT), Dubai",,,,on 7th of April 2025,
385,Fully Furnished | Ready to move in | Brand New,"3,200,000",Apartment,2,,3,"1,258 sqft","Nobles Tower, Business Bay, Dubai",,,,on 7th of April 2025,
386,Modern Design | Luxury Amenities | Premium Studio,"750,000",Apartment,,Studio,1,406 sqft,"Kyoto by ORO24, Arjan, Dubai",Q4 2025,57/43,Off-Plan,on,TruBroker™
387,High Floor | Ready to move in | Brand New,"3,500,000",Apartment,2,,3,"1,475 sqft","Nobles Tower, Business Bay, Dubai",,,,on 7th of April 2025,
388,Handover soon - Genuine Resale - Near Metro,"877,942",Apartment,1,,1,724 sqft,"Weybridge Gardens 2, Dubai Land Residence Complex, Dubai",Q3 2025,,Off-Plan,on,
389,Upgraded 2bed | Eviction Notice Served,"1,600,000",Apartment,2,,3,"1,441 sqft","Dickens Circus 3, Dickens Circus, Uptown Motor City, Motor City, Dubai",,,,on 7th of April 2025,TruBroker™
390,HCASH DEAL OFFER | High Floor | Dubai Skyline View,"1,166,151",Apartment,2,,3,"1,262 sqft","Jade Tower, Majan, Dubai",Q1 2027,20/80,"Off-Plan
|
Initial Sale",on,
391,Handover Soon | Pool View | CASH OFFER,"1,146,716",Apartment,2,,3,"1,262 sqft","Jade Tower, Majan, Dubai",Q1 2027,20/80,"Off-Plan
|
Initial Sale",on,
392,Fully furnished| CASH OFFER | Flexible Payment,"885,000",Apartment,1,,2,938 sqft,"Jade Tower, Majan, Dubai",Q1 2027,20/80,"Off-Plan
|
Initial Sale",on,
393,PRIME LOCATION - 30% DISC - HIGH ROI - CASH OFFER,"805,000",Apartment,1,,1,868 sqft,"Jade Tower, Majan, Dubai",Q1 2027,20/80,"Off-Plan
|
Initial Sale",on,
394,LIMITED UNITS - PRIME LOCATION - FULL PAYMENT OFFER,"764,000",Apartment,1,,1,743 sqft,"Jade Tower, Majan, Dubai",Q1 2027,20/80,"Off-Plan
|
Initial Sale",on,
395,HIGH ROI _ CASH PAYMENT OFFER _ PRIME LOCATION,"756,000",Apartment,1,,1,744 sqft,"Jade Tower, Majan, Dubai",Q1 2027,20/80,"Off-Plan
|
Initial Sale",on,
396,Smart Home | Investor Deal | 5 Mins to Burj Khalifa,"805,580",Apartment,,Studio,1,415 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",,,Off-Plan,on,
397,Fully Furnished | VOT | Waterfront Living,"2,950,000",Apartment,2,,2,"1,077 sqft","Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai",,,,on 6th of April 2025,TruBroker™
398,Vacant | Chiller Free | 2 BHK | Brand New,"1,550,000",Apartment,2,,2,"1,262 sqft","Karma Residence, Liwan, Dubai",,,,on 6th of April 2025,TruBroker™
399,High Floor | Vacant | Burj and Fountain View,"7,800,000",Apartment,2,,3,"1,699 sqft","The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",,,,on 6th of April 2025,TruBroker™
400,Distress Deal || Price negotiable || Duplex || Investors Choice || Prime Location,"2,100,000",Apartment,2,,3,"2,063 sqft","Samia Azizi, Al Furjan, Dubai",,,,on 6th of April 2025,
401,Brand New | Unfurnished | Spacious Studio,"750,000",Apartment,,Studio,1,391 sqft,"MAG 980, MAG City, District 7, Mohammed Bin Rashid City, Dubai",,,,on 5th of April 2025,TruBroker™
402,GHAF WOODS | FOREST COMMUNITY | NO COMMISSION,"3,710,000",Apartment,3,,3,"1,790 sqft","Serra Building 3, Serra, Ghaf Woods, Dubailand, Dubai",,,Off-Plan,on,TruBroker™
403,Cheapest On Market | Vacant On Transfer,"1,170,000",Apartment,1,,2,777 sqft,"Al Andalus Tower B, Al Andalus, Jumeirah Golf Estates, Dubai",,,,on 5th of April 2025,
404,Amazing & Full Golf course views|Spacious I PHPP,"2,800,000",Apartment,2,,2,"1,118 sqft","Golf Suites, Dubai Hills Estate, Dubai",,,,on 5th of April 2025,TruBroker™
405,Boutique Community | Furnished | Elegant | Vacant,"1,500,000",Apartment,2,,2,694 sqft,"Boutique XII, Culture Village (Jaddaf Waterfront), Dubai",,,,on 5th of April 2025,TruBroker™
406,SPACIOUS LAYOUT | LAKE VIEW | VACANT ON TRANSFER,"1,850,000",Apartment,2,,3,"1,457 sqft","Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",,,,on 5th of April 2025,TruBroker™
407,Premium Residences | Close to Dubai Sports City | High-Floor Living,"650,000",Apartment,,Studio,1,427 sqft,"Verano by Prescott, Dubai Studio City, Dubai",Q3 2027,60/40,Off-Plan,on,
408,Exclusive | High Floor | Canal and Burj View,"4,500,000",Apartment,3,,2,"1,547 sqft","Tower A, Design Quarter, Dubai Design District, Dubai",Q1 2027,60/40,Off-Plan,on,TruBroker™
409,Exclusive Listing | JBR and Sea Views | Maids-room,"5,000,000",Apartment,3,,4,"2,406 sqft","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",,,,on 5th of April 2025,TruBroker™
410,CASH PRICE 🟢RARE CHANCE 🟢OPTIONAL PAYMENT PLAN🟢ACCESSIBLE AREA 🟢PRIME LOCATION 🟢HIGH FLOOR 🟢HIGH ROI,"523,000",Apartment,,Studio,1,323 sqft,"Guzel Towers Block B, Guzel Towers, JVT District 1, Jumeirah Village Triangle (JVT), Dubai",Q4 2027,60/40,Off-Plan,on,TruBroker™
411,Sea View | PHPP | Luxurious Apartment,"5,345,000",Apartment,3,,4,"1,558 sqft","Villa del DIVOS, Dubai Islands, Dubai",Q2 2026,35/65,Off-Plan,on,
412,BOULEVARD VIEW | HIGH ROI | GOOD INVESTMENT,"2,253,582",Apartment,1,,2,880 sqft,"Cotier House by Imtiaz, Dubai Islands, Dubai",Q1 2027,60/40,Off-Plan,on,
413,POOL VIEW | HIGH ROI | GOOD INVESTMENT,"2,346,212",Apartment,1,,2,"1,029 sqft","Cotier House by Imtiaz, Dubai Islands, Dubai",Q1 2027,60/40,Off-Plan,on,
414,POOL VIEW | HIGH ROI | HANDOVER DEC 2026,"2,356,948",Apartment,1,,2,968 sqft,"Cotier House by Imtiaz, Dubai Islands, Dubai",Q1 2027,60/40,Off-Plan,on,
415,Near to Metro | Crystal Lagoon View | High Floor,"1,290,000",Apartment,1,,1,827 sqft,"Binghatti Hills Tower 2, Binghatti Hills, Dubai Science Park, Dubai",Q2 2026,50/50,Off-Plan,on,TruBroker™
416,High Floor | Sea View | Vacant | Spacious,"8,500,000",Apartment,3,,4,"2,156 sqft","The Address Sky View Tower 2, The Address Residence Sky View, Downtown Dubai, Dubai",,,,on 4th of April 2025,TruBroker™
417,"Exclusive 2 BHK Apartment in New Bridge Hill 1, Uptown Motor City | Fully Customized & Ready to Move In","1,890,000",Apartment,2,,3,"1,801 sqft","New Bridge Hill 1, New Bridge Hill, Uptown Motor City, Motor City, Dubai",,,,on 4th of April 2025,TruBroker™
418,Burj Khalifa View | Vacant | Rare Layout,"2,000,000",Apartment,1,,2,852 sqft,"SOL Bay, Business Bay, Dubai",,,,on 4th of April 2025,
419,Canal View I Motivated Seller I PHPP I VACANT,"2,470,000",Apartment,2,,3,"1,100 sqft","Urban Oasis by Missoni, Business Bay, Dubai",,,,on 4th of April 2025,
420,Infinity Pool | Stunning View | Golf Course View,"1,175,000",Apartment,1,,1,719 sqft,"Golf Greens Tower A, Golf Greens, DAMAC Hills, Dubai",Q1 2027,80/20,Off-Plan,on,
421,Nshama New Launch | Odessa | 45/55 Payment Plan,"950,888",Apartment,1,,2,632 sqft,"Odessa, Town Square, Dubai",Q4 2027,45/55,"Off-Plan
|
Initial Sale",on,TruBroker™
422,Vacant | Pool and Villa Views | Low Floor,"1,775,000",Apartment,2,,1,751 sqft,"Golfville, Dubai Hills Estate, Dubai",,,,on 4th of April 2025,TruBroker™
423,Full Palm View | Upgraded | Furnished | Vacant,"11,500,000",Apartment,3,,3,"1,870 sqft","Beach Isle Tower 1, Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai",,,,on 4th of April 2025,TruBroker™
