DATE,LOCATION,PRICE (AED),Type,Beds,BUILT-UP,PLOT,FLOOR
"18 Apr
2025","Lincoln Park Northside
Arjan
Lincoln Park","400,000
Vacant at time of sale",Apartment,Studio,592,-,2
"18 Apr
2025","Binghatti Skyrise Tower C
Business Bay
Binghatti Skyrise","1,150,000",Apartment,Studio,466,-,7
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","2,282,000",Apartment,1,866,-,19
"18 Apr
2025",Hadaeq Sheikh Mohammed Bin Rashid,"2,280,426",Villa,3,"1,727",853,-
"18 Apr
2025","Lawnz by Danube Block 4
International City
Lawnz by Danube","485,000
Vacant at time of sale",Apartment,Studio,405,-,5
"18 Apr
2025","Princess Tower
Dubai Marina","2,000,000
Rented at time of sale",Apartment,2,"1,300",-,60
"18 Apr
2025","Serenia District West Residence
Jumeirah Islands
Serenia District","4,066,000",Apartment,2,"1,457",-,23
"18 Apr
2025","Creek View by Iraz
Culture Village (Jaddaf Waterfront)","2,056,919",Apartment,2,"1,227",-,4
"18 Apr
2025","Vida Residences Dubai Marina
Dubai Marina","5,700,000
Vacant at time of sale",Apartment,3,"1,649",-,21
"18 Apr
2025","Building 202
Discovery Gardens
Mogul","800,000
Rented at time of sale",Apartment,1,958,-,3
"18 Apr
2025","Hadley Heights
Jumeirah Village Circle (JVC)
JVC District 11","1,300,000",Apartment,1,971,-,5
"18 Apr
2025","Hyatt Regency Creek Heights Residences
Bur Dubai
Dubai Healthcare City","2,500,000
Vacant at time of sale",Apartment,1,"1,130",-,9
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","3,504,000",Apartment,2,"1,313",-,19
"18 Apr
2025","Binghatti Elite
Dubai Production City (IMPZ)","500,000",Apartment,Studio,376,-,4
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","19,677,888",Villa,5,"10,394","15,187",-
"18 Apr
2025","Park Residences 1
DAMAC Hills","2,900,000
Vacant at time of sale",Villa,4,"1,843","1,940",-
"18 Apr
2025","Bluewaters Residences 7
Bluewaters Island
Bluewaters Residences","12,450,000
Vacant at time of sale",Apartment,3,"2,045",-,12
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","2,537,000",Villa,4,"2,194","1,541",-
"18 Apr
2025","Al Warqaa 3
Al Warqaa","3,310,000
Vacant at time of sale",Residential Plot,-,-,"12,642",-
"18 Apr
2025","Rove Home
Downtown Dubai","2,960,000",Apartment,1,859,-,14
"18 Apr
2025","Farah Tower 2
Liwan
Queue Point","505,000
Rented at time of sale",Apartment,1,672,-,5
"18 Apr
2025","Serenia District West Residence
Jumeirah Islands
Serenia District","2,432,000",Apartment,1,878,-,38
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","2,423,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","Bay Grove Residences C Building 8
Dubai Islands
Bay Grove Residences C","2,890,000",Apartment,2,"1,309",-,3
"18 Apr
2025","Waves Tower
Business Bay","920,000
Vacant at time of sale",Apartment,Studio,429,-,6
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","15,111,888",Villa,5,"8,048","8,317",-
"18 Apr
2025","Hayat Boulevard 2B
Town Square
Hayat Boulevard","480,000
Vacant at time of sale",Apartment,Studio,313,-,7
"18 Apr
2025","Rosa
Arabian Ranches 2","9,700,000
Vacant at time of sale",Villa,4,"4,363","6,889",-
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","3,896,000",Apartment,2,"1,601",-,15
"18 Apr
2025","Bayshore 3
Dubai Creek Harbour
Bayshore at Creek Beach","2,100,000
Vacant at time of sale",Apartment,2,"1,000",-,10
"18 Apr
2025","105 Residences by Kamdar
Jumeirah Village Circle (JVC)
JVC District 13","1,099,200",Apartment,1,738,-,4
"18 Apr
2025","Hatimi Residences
Dubai Islands","2,600,000",Apartment,1,842,-,4
"18 Apr
2025","Pantheon Elysee III
Jumeirah Village Circle (JVC)
JVC District 15","625,000",Apartment,Studio,403,-,2
"18 Apr
2025","Etlala Residence 2
Dubai Land Residence Complex","702,000
Rented at time of sale",Apartment,1,807,-,6
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","1,957,000",Apartment,1,877,-,4
"18 Apr
2025","Verano by Prescott
Dubai Studio City","1,188,000",Apartment,1,847,-,5
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","1,956,000",Apartment,1,867,-,2
"18 Apr
2025","Aykon City Tower C
Business Bay
Aykon City","1,650,000
Vacant at time of sale",Apartment,2,825,-,39
"18 Apr
2025","Frond B
Palm Jebel Ali","20,338,000",Villa,5,"8,465","7,373",-
"18 Apr
2025","Peninsula Three
Business Bay
Peninsula","2,350,000",Apartment,2,931,-,38
"18 Apr
2025","Forte 2
Downtown Dubai
Forte","5,200,000
Rented at time of sale",Apartment,3,"1,673",-,23
"18 Apr
2025","Peninsula One
Business Bay
Peninsula","960,000",Apartment,Studio,425,-,2
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","2,033,000",Apartment,1,867,-,6
"18 Apr
2025","Vincitore Aqua Flora
Dubai Science Park","840,000",Apartment,Studio,439,-,9
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","2,127,000",Apartment,1,877,-,13
"18 Apr
2025","Skyhills Residence 2
Jumeirah Village Circle (JVC)
JVC District 18","756,063",Apartment,Studio,421,-,28
"18 Apr
2025","Socio Tower A
Dubai Hills Estate
Socio","1,750,000
Vacant at time of sale",Apartment,2,739,-,5
"18 Apr
2025","Ciel Tower
Dubai Marina","635,000",Hotel Apartment,Studio,84,-,18
"18 Apr
2025","Luxor by Imtiaz
Jumeirah Village Circle (JVC)
JVC District 14","700,000",Apartment,Studio,388,-,23
"18 Apr
2025","Avelon Boulevard
Arjan","1,050,000",Apartment,1,879,-,2
"18 Apr
2025","Building 64
Discovery Gardens
Mediterranean","550,000
Rented at time of sale",Apartment,Studio,549,-,1
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","3,297,000",Villa,5,"3,164","2,364",-
"18 Apr
2025","Al Serh Residences 11
Jumeirah Village Circle (JVC)
JVC District 10","1,235,970",Apartment,1,863,-,2
"18 Apr
2025","Yansoon 6
Downtown Dubai
Old Town
Yansoon","3,250,000
Vacant at time of sale",Apartment,2,"1,394",-,1
"18 Apr
2025","Vincitore Dolce Vita
Arjan","777,700",Apartment,Studio,461,-,6
"18 Apr
2025","Marina Gate 2
Dubai Marina
Marina Gate","2,365,000
Rented at time of sale",Apartment,1,762,-,37
"18 Apr
2025",Dubai Islands,"2,578,679",Apartment,2,"1,457",-,6
"18 Apr
2025","V Tower
Dubai Land Residence Complex","470,000
Rented at time of sale",Apartment,Studio,583,-,3
"18 Apr
2025","Botanica
Jumeirah Village Circle (JVC)
JVC District 13","1,225,000
Rented at time of sale",Apartment,2,"1,478",-,4
"18 Apr
2025","Azizi Beach Oasis (Azizi Mirage 1)
Dubai Studio City","515,000",Apartment,Studio,358,-,1
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","4,178,000",Villa,5,"3,476","2,462",-
"18 Apr
2025","Warsan 3
Al Warsan","1,002,000
Vacant at time of sale",Villa,-,-,"5,005",-
"18 Apr
2025","Barton House 2
Motor City
Uptown Motor City
Barton House","900,000
Rented at time of sale",Apartment,1,"1,053",-,3
"18 Apr
2025","The F1fth
Jumeirah Village Circle (JVC)
JVC District 16","713,028",Apartment,1,648,-,10
"18 Apr
2025","Beverly Boulevard
Arjan","1,350,000",Apartment,1,992,-,4
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","2,929,888",Apartment,2,"1,075",-,18
"18 Apr
2025","Oxford Terraces 2
Jumeirah Village Circle (JVC)
JVC District 11","825,000
Vacant at time of sale",Apartment,Studio,442,-,Ground
"18 Apr
2025","Bayshore 3
Dubai Creek Harbour
Bayshore at Creek Beach","1,610,000
Vacant at time of sale",Apartment,1,697,-,11
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","26,292,888",Villa,6,"12,959","21,021",-
"18 Apr
2025","Harbour Gate Tower 1
Dubai Creek Harbour
Harbour Gate","2,600,000
Vacant at time of sale",Apartment,2,"1,203",-,34
"18 Apr
2025","Berlin Group 1
International City
International City Phase 2 (Warsan 4)","370,800
Rented at time of sale",Apartment,Studio,365,-,3
"18 Apr
2025","Cove Living Residence By Imtiaz
Dubai Land Residence Complex","677,503",Apartment,Studio,424,-,8
"18 Apr
2025","Bay Grove Residences C Building 8
Dubai Islands
Bay Grove Residences C","2,945,000",Apartment,2,"1,310",-,3
"18 Apr
2025","Al Waha Residences
Expo City","4,292,000",Apartment,2,"1,716",-,Ground
"18 Apr
2025","DAMAC Maison Aykon City
Business Bay
Aykon City","1,135,000
Vacant at time of sale",Hotel Apartment,1,655,-,17
"18 Apr
2025","Bay Grove Residences Building 2
Dubai Islands
Bay Grove Residences","2,094,000",Apartment,1,875,-,13
"18 Apr
2025","Bay Grove Residences C Building 8
Dubai Islands
Bay Grove Residences C","2,835,000",Apartment,2,"1,312",-,1
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","7,050,000",Villa,6,"4,441","4,953",-
"18 Apr
2025","Bay Grove Residences C Building 9
Dubai Islands
Bay Grove Residences C","3,327,000",Apartment,2,"1,601",-,7
"18 Apr
2025","FIVE Palm Jumeirah
Palm Jumeirah","7,100,000
Vacant at time of sale",Apartment,2,"1,646",-,14
"18 Apr
2025","Marco Polo Tower
Living Legends","711,900",Apartment,1,795,-,11
"18 Apr
2025","Elite 1 Downtown Residence
Downtown Dubai","1,260,000
Vacant at time of sale",Apartment,Studio,522,-,13
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","3,562,000",Apartment,2,"1,605",-,5
"18 Apr
2025","Amna
Business Bay
Al Habtoor City","2,700,000
Vacant at time of sale",Apartment,2,"1,511",-,13
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,805,888",Apartment,1,729,-,14
"18 Apr
2025","South Garden B
Wasl Gate
South Garden","652,000",Apartment,Studio,412,-,10
"18 Apr
2025","Marina Diamond 4
Dubai Marina
Marina Diamonds","820,000
Vacant at time of sale",Apartment,1,754,-,4
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","3,327,000",Apartment,2,"1,313",-,13
"18 Apr
2025","Concorde Tower
Jumeirah Lake Towers (JLT)
JLT Cluster H","970,000
Rented at time of sale",Apartment,1,675,-,15
"18 Apr
2025","Trillium Heights
Al Satwa
Jumeirah Garden City","731,000",Apartment,Studio,400,-,5
"18 Apr
2025","U-09
International City
Italy Cluster","290,000
Vacant at time of sale",Apartment,Studio,484,-,Ground
"18 Apr
2025","Cello Residences Tower A
Jumeirah Village Circle (JVC)
JVC District 18
Cello Residences","1,128,000",Apartment,1,924,-,7
"18 Apr
2025","Resortz Residence Block 3
Arjan
Resortz by Danube","520,000
Rented at time of sale",Apartment,Studio,452,-,3
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","1,959,000",Apartment,1,878,-,4
"18 Apr
2025","Beachfront Gates 2
Dubai South
Residential District
Beachfront Gates","1,675,580",Apartment,2,"1,236",-,3
"18 Apr
2025","Bay Grove Residences C Building 8
Dubai Islands
Bay Grove Residences C","2,080,000",Apartment,1,965,-,1
"18 Apr
2025","AG Ark Tower
Dubai Land Residence Complex","853,173",Apartment,1,762,-,9
"18 Apr
2025","Allura Residences
Jumeirah Village Circle (JVC)
JVC District 11","1,137,922",Apartment,1,752,-,9
"18 Apr
2025","Serenia District West Residence
Jumeirah Islands
Serenia District","3,806,000",Apartment,2,"1,416",-,34
"18 Apr
2025","Bay Grove Residences C Building 9
Dubai Islands
Bay Grove Residences C","3,370,000",Apartment,2,"1,617",-,10
"18 Apr
2025","Binghatti Aurora
Jumeirah Village Circle (JVC)
JVC District 12","1,100,000",Apartment,1,781,-,2
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","14,208,888",Villa,4,"7,301","8,267",-
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","14,771,888",Villa,5,"8,048","8,492",-
"18 Apr
2025","Bay Grove Residences C Building 9
Dubai Islands
Bay Grove Residences C","3,296,000",Apartment,2,"1,601",-,6
"18 Apr
2025","Euphoric Residences
Downtown Dubai","3,850,387",Apartment,2,"1,656",-,26
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","2,141,000",Apartment,1,866,-,8
"18 Apr
2025","City Walk Crestlane 2 Building A
Al Wasl
City Walk
City Walk Crestlane 2","2,619,000",Apartment,1,807,-,3
"18 Apr
2025","DAMAC Maison Aykon City
Business Bay
Aykon City","670,000
Vacant at time of sale",Hotel Apartment,Studio,427,-,34
"18 Apr
2025","Bloom Tower C
Jumeirah Village Circle (JVC)
JVC District 10
Bloom Towers","580,000
Vacant at time of sale",Apartment,Studio,352,-,13
"18 Apr
2025","Arabian
Dubai Sports City
Canal Residence West","1,650,000
Vacant at time of sale",Apartment,2,"1,809",-,3
"18 Apr
2025","Building 6
Sobha Hartland
Hartland Greens","930,000
Rented at time of sale",Apartment,Studio,484,-,10
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","2,423,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","One Beverly
Arjan","696,000",Apartment,Studio,387,-,3
"18 Apr
2025","Vanguard by Frank Muller
Dubai Marina","2,915,754",Apartment,2,"1,041",-,29
"18 Apr
2025","Frond E
Palm Jebel Ali","19,676,000",Villa,5,"7,940","7,363",-
"18 Apr
2025","105 Residences by Kamdar
Jumeirah Village Circle (JVC)
JVC District 13","1,121,120",Apartment,1,738,-,4
"18 Apr
2025","Condor Golf Links 18
Dubai Sports City","608,838",Apartment,Studio,394,-,1
"18 Apr
2025","The First Collection at Dubai Studio City
Dubai Studio City","1,051,650",Hotel Apartment,Studio,289,-,3
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","18,731,888",Villa,5,"10,394","10,470",-
"18 Apr
2025","Binghatti Elite
Dubai Production City (IMPZ)","500,000",Apartment,Studio,376,-,18
"18 Apr
2025","Expo Golf Villas 3 (Parkside 3)
Dubai South
Emaar South
Expo Golf Villas","2,050,000
Vacant at time of sale",Villa,3,"1,945","1,587",-
"18 Apr
2025","Etlala Residence
Dubai Land Residence Complex","846,000
Rented at time of sale",Apartment,1,"1,015",-,10
"18 Apr
2025","Warsan 3
Al Warsan","1,102,000
Vacant at time of sale",Villa,-,-,"5,005",-
"18 Apr
2025","Al Serh Residences 11
Jumeirah Village Circle (JVC)
JVC District 10","1,206,690",Apartment,1,863,-,4
"18 Apr
2025","South Garden B
Wasl Gate
South Garden","1,254,000",Apartment,1,944,-,8
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","3,475,000",Apartment,2,"1,313",-,18
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","19,727,290",Villa,5,"10,311","10,332",-
"18 Apr
2025","Binghatti Orchid
Jumeirah Village Circle (JVC)
JVC District 10","1,107,000
Rented at time of sale",Apartment,1,730,-,10
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","19,282,888",Villa,5,"10,311","18,339",-
"18 Apr
2025","Imperial Residence
Dubai Production City (IMPZ)","779,650",Apartment,Studio,495,-,4
"18 Apr
2025","City Walk Crestlane 3 Building A
Al Wasl
City Walk
City Walk Crestlane 3","2,603,000",Apartment,1,805,-,1
"18 Apr
2025","Le Pont Tower 3
Jumeirah
La Mer
Port de La Mer","2,465,000
Vacant at time of sale",Apartment,1,789,-,3
"18 Apr
2025","Building 21A
Al Wasl
City Walk","4,936,000
Vacant at time of sale",Apartment,2,"1,834",-,3
"18 Apr
2025","Souk Warsan Block F
International City
Warsan Village
Souk Warsan","1,500,000
Vacant at time of sale",Apartment,3,"2,403",-,2
"18 Apr
2025","Cove Edition Residence 4 by Imtiaz
Dubai Land Residence Complex","681,592",Apartment,Studio,418,-,7
"18 Apr
2025","Binghatti Skyrise Tower B
Business Bay
Binghatti Skyrise","2,000,000",Apartment,1,762,-,48
"18 Apr
2025","Hatimi Residences
Dubai Islands","2,340,000",Apartment,1,849,-,4
"18 Apr
2025","Bayz 102 by Danube
Business Bay","3,059,560",Apartment,2,"1,218",-,37
"18 Apr
2025","Oasis Tower 1
Dubai Sports City","510,000
Vacant at time of sale",Apartment,Studio,588,-,5
"18 Apr
2025","DGM Vision
Al Satwa
Jumeirah Garden City","1,890,000",Apartment,1,970,-,2
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","2,859,888",Apartment,2,"1,266",-,1
"18 Apr
2025","Nima
The Valley by Emaar","2,630,000",Villa,3,"2,442","1,873",-
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","3,514,000",Villa,5,"3,164","2,477",-
"18 Apr
2025","Verano by Prescott
Dubai Studio City","750,000",Apartment,Studio,432,-,6
"18 Apr
2025","48 Parkside
Arjan","900,000",Apartment,1,810,-,1
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","20,750,888",Villa,5,"10,394","10,333",-
"18 Apr
2025","Verano by Prescott
Dubai Studio City","710,000",Apartment,Studio,427,-,5
"18 Apr
2025","Nima
The Valley by Emaar","2,650,000",Villa,3,"2,347","1,873",-
"18 Apr
2025","Golfville
Dubai Hills Estate","1,820,000
Vacant at time of sale",Apartment,2,743,-,5
"18 Apr
2025","Park Field Building 2
Dubai Hills Estate
Park Field","3,235,000",Apartment,3,"1,359",-,2
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","2,377,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","Acacia B
Dubai Hills Estate
Park Heights
Acacia","4,876,888
Vacant at time of sale",Apartment,3,"1,884",-,2
"18 Apr
2025","105 Residences by Kamdar
Jumeirah Village Circle (JVC)
JVC District 13","1,080,000",Apartment,1,695,-,5
"18 Apr
2025","Cove Edition Residence 4 by Imtiaz
Dubai Land Residence Complex","1,198,101",Apartment,1,"1,058",-,9
"18 Apr
2025","Binghatti Crest
Jumeirah Village Circle (JVC)
JVC District 13","830,000
Rented at time of sale",Apartment,1,640,-,19
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","18,019,690",Villa,7,"17,122","10,849",-
"18 Apr
2025","Chorisia I
Al Barari","15,500,000
Vacant at time of sale",Residential Plot,-,-,"4,758",-
"18 Apr
2025","Binghatti Skyrise Tower A
Business Bay
Binghatti Skyrise","2,398,499",Apartment,1,"1,022",-,38
"18 Apr
2025","Sidr Residences
Expo City","2,625,000",Apartment,2,"1,396",-,1
"18 Apr
2025","Farah Tower 2
Liwan
Queue Point","515,000
Vacant at time of sale",Apartment,1,672,-,4
"18 Apr
2025","Peninsula One
Business Bay
Peninsula","1,737,000",Apartment,1,663,-,14
"18 Apr
2025","Violet
DAMAC Hills 2 (Akoya by DAMAC)","1,912,680",Villa,4,"2,352","1,215",-
"18 Apr
2025","Maison Elysee 3
Jumeirah Village Circle (JVC)
JVC District 13","1,016,405",Apartment,1,630,-,8
"18 Apr
2025","Alma 1
Arabian Ranches
Alma","4,900,000
Rented at time of sale",Villa,3,"2,418","4,089",-
"18 Apr
2025","One Park Avenue
Sobha Hartland","2,425,000
Vacant at time of sale",Apartment,2,"1,089",-,9
"18 Apr
2025","Azizi Venice 5 Building A
Dubai South
Azizi Venice
Azizi Venice 5","1,050,000",Apartment,1,676,-,10
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","2,205,000",Apartment,1,866,-,15
"18 Apr
2025","105 Residences by Kamdar
Jumeirah Village Circle (JVC)
JVC District 13","676,000",Apartment,Studio,424,-,5
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","15,805,888",Villa,5,"8,048","12,871",-
"18 Apr
2025","Hacienda
The Villa","25,500,000
Rented at time of sale",Villa,5,"9,096","14,392",-
"18 Apr
2025","Rove Home
Downtown Dubai","2,960,000",Apartment,1,859,-,12
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","2,423,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","Samana Resorts
Dubai Production City (IMPZ)","1,127,667",Apartment,1,864,-,16
"18 Apr
2025","Imperial Residence
Dubai Production City (IMPZ)","660,021",Apartment,Studio,418,-,4
"18 Apr
2025","Beachfront Gates 2
Dubai South
Residential District
Beachfront Gates","1,097,384",Apartment,1,865,-,3
"18 Apr
2025","Socio Tower A
Dubai Hills Estate
Socio","1,750,000
Vacant at time of sale",Apartment,2,726,-,5
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","2,405,000",Villa,4,"2,194","1,641",-
"18 Apr
2025","Peninsula Four The Plaza
Business Bay
Peninsula","2,200,000",Apartment,1,832,-,17
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,883,888",Apartment,1,732,-,8
"18 Apr
2025","Floarea Grande
Arjan","1,130,000",Apartment,1,867,-,9
"18 Apr
2025","Regalia by Deyaar
Business Bay","1,080,000",Apartment,1,710,-,5
"18 Apr
2025","Cove Edition Residence 4 by Imtiaz
Dubai Land Residence Complex","692,924",Apartment,Studio,421,-,10
"18 Apr
2025","Binghatti Skyrise Tower B
Business Bay
Binghatti Skyrise","3,506,249",Apartment,2,"1,667",-,50
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","2,377,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","First Central Hotel Suites
Barsha Heights (Tecom)","1,186,771
Vacant at time of sale",Hotel Apartment,Studio,367,-,9
"18 Apr
2025","South Garden B
Wasl Gate
South Garden","1,728,000",Apartment,2,"1,230",-,11
"18 Apr
2025","Sidr Residences
Expo City","2,815,000",Apartment,2,"1,389",-,6
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","3,239,000",Apartment,2,"1,313",-,10
"18 Apr
2025","Hillsedge Tower B
Dubai Hills Estate
Hillsedge","1,947,888",Apartment,1,710,-,7
"18 Apr
2025","Building 2
Jumeirah Village Circle (JVC)
JVC District 11
Elitz by Danube","825,000",Apartment,Studio,625,-,7
"18 Apr
2025","Sherlock Circus 1
Motor City
Uptown Motor City
Sherlock Circus","650,000
Rented at time of sale",Apartment,1,640,-,4
"18 Apr
2025","Canal Front Residences 5
Al Wasl
Canal Front Residences","8,000,000
Vacant at time of sale",Apartment,2,"2,429",-,9
"18 Apr
2025","320 Riverside Crescent
Bukadra
Sobha Hartland 2
Riverside Crescent","2,749,092",Apartment,2,"1,245",-,5
"18 Apr
2025","Skyhills Residence 2
Jumeirah Village Circle (JVC)
JVC District 18","1,121,401",Apartment,1,719,-,21
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","3,323,000",Apartment,2,"1,313",-,11
"18 Apr
2025","Golf Views Seven City
Jumeirah Lake Towers (JLT)","1,050,000",Apartment,1,739,-,8
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,804,888",Apartment,1,772,-,10
"18 Apr
2025","Cove Edition Residence 4 by Imtiaz
Dubai Land Residence Complex","688,073",Apartment,Studio,422,-,6
"18 Apr
2025","City Walk Crestlane 3 Building B
Al Wasl
City Walk
City Walk Crestlane 3","4,370,000",Apartment,2,"1,386",-,2
"18 Apr
2025","Knightsbridge Court
Jumeirah Village Circle (JVC)
JVC District 13","750,000
Vacant at time of sale",Apartment,2,"1,034",-,Ground
"18 Apr
2025","City Walk Crestlane 2 Building A
Al Wasl
City Walk
City Walk Crestlane 2","2,670,000",Apartment,1,805,-,11
"18 Apr
2025","H-03
International City
China Cluster","435,000
Rented at time of sale",Apartment,1,724,-,3
"18 Apr
2025","Greenspoint
Dubai South
Emaar South","4,041,410",Villa,4,"2,767","4,294",-
"18 Apr
2025","South Garden C
Wasl Gate
South Garden","630,000",Apartment,Studio,438,-,5
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,846,888",Apartment,1,741,-,18
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","2,062,000",Apartment,1,866,-,4
"18 Apr
2025","Bay Grove Residences C Building 9
Dubai Islands
Bay Grove Residences C","3,246,000",Apartment,2,"1,611",-,6
"18 Apr
2025","LIV Marina
Dubai Marina","3,100,000",Apartment,2,"1,056",-,18
"18 Apr
2025","Act Two
Downtown Dubai
Opera District
Act One | Act Two Towers","3,150,000
Vacant at time of sale",Apartment,2,"1,111",-,37
"18 Apr
2025","Nad Al Sheba Gardens 7
Nad Al Sheba
Nad Al Sheba 1
Nad Al Sheba Gardens","14,097,000",Villa,5,"5,651","6,006",-
"18 Apr
2025","Sanctnary
DAMAC Hills 2 (Akoya by DAMAC)","1,650,000
Rented at time of sale",Villa,4,"2,392","1,882",-
"18 Apr
2025","The Torch
Dubai Marina","1,725,000
Vacant at time of sale",Apartment,2,"1,258",-,57
"18 Apr
2025","Anwa Aria by Omniyat
Dubai Maritime City","2,706,000",Apartment,-,943,-,-
"18 Apr
2025","Expo Golf Villas 2 (Parkside 2)
Dubai South
Emaar South
Expo Golf Villas","3,040,000
Vacant at time of sale",Villa,4,"2,551","2,976",-
"18 Apr
2025","Arista One
Al Satwa
Jumeirah Garden City","1,493,366",Apartment,1,751,-,3
"18 Apr
2025","Vanguard by Frank Muller
Dubai Marina","1,532,888",Apartment,Studio,483,-,8
"18 Apr
2025","Binghatti Skyrise Tower C
Business Bay
Binghatti Skyrise","2,200,000",Apartment,1,966,-,43
"18 Apr
2025","Bay Grove Residences C Building 9
Dubai Islands
Bay Grove Residences C","3,307,000",Apartment,2,"1,611",-,8
"18 Apr
2025","Pearl House 2
Jumeirah Village Circle (JVC)
JVC District 12","1,150,000",Apartment,1,774,-,5
"18 Apr
2025","Bay Villas
Dubai Islands","6,600,000",Villa,4,"3,925","4,797",-
"18 Apr
2025","Bay Grove Residences C Building 8
Dubai Islands
Bay Grove Residences C","2,948,000",Apartment,2,"1,312",-,5
"18 Apr
2025","FIVE Luxe
Jumeirah Beach Residence (JBR)","4,711,901
Vacant at time of sale",Hotel Apartment,Studio,961,-,4
"18 Apr
2025","Maya 5
Jumeirah Village Triangle (JVT)
JVT District 1","1,538,000
Vacant at time of sale",Apartment,2,"1,255",-,4
"18 Apr
2025","D Villas
Living Legends","4,500,000
Rented at time of sale",Villa,4,"2,846","4,640",-
"18 Apr
2025","Verano by Prescott
Dubai Studio City","950,000",Apartment,1,687,-,2
"18 Apr
2025","South Bay 4
Dubai South
Residential District
South Bay","4,800,000",Villa,5,"4,286","4,171",-
"18 Apr
2025","Pacifica
DAMAC Hills 2 (Akoya by DAMAC)","1,475,000
Vacant at time of sale",Villa,2,"1,989","1,618",-
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","4,178,000",Villa,5,"3,476","2,462",-
"18 Apr
2025","Vincitore Dolce Vita
Arjan","694,820",Apartment,Studio,461,-,7
"18 Apr
2025","One Beverly
Arjan","1,312,000",Apartment,2,"1,173",-,1
"18 Apr
2025","Rokane G25
Jumeirah Village Circle (JVC)
JVC District 10","756,600
Rented at time of sale",Apartment,Studio,487,-,5
"18 Apr
2025","District 11
Mohammed Bin Rashid City","6,400,000",Villa,4,"3,943","3,541",-
"18 Apr
2025","Binghatti Skyrise Tower C
Business Bay
Binghatti Skyrise","1,079,999",Apartment,Studio,466,-,4
"18 Apr
2025","South Garden A
Wasl Gate
South Garden","1,800,000",Apartment,2,"1,299",-,3
"18 Apr
2025",Dubai Islands,"1,804,570",Apartment,1,"1,069",-,1
