,title,price,type,beds,studio,baths,area,location,handover,payment,offplan,verified_plan,agent_plan
156,Furnished| Ready to move in | Marina Views,"175,000",Apartment,2,,3,"1,615 sqft","Skyview Tower, Dubai Marina, Dubai",,,,,TruBroker™
157,FURNISHED | READY TO MOVE | PRIME LOCATION,"80,000",Apartment,1,,2,756 sqft,"Escan Marina Tower, Dubai Marina, Dubai",,,,,
158,Furnished Studio | High Floor | Marina Access,"60,000",Apartment,,Studio,1,419 sqft,"Marina Diamond 3, Marina Diamonds, Dubai Marina, Dubai",,,,,
159,Beautiful Sea Views | Unfurnished | High Floor,"160,000",Apartment,2,,2,"1,181 sqft","Princess Tower, Dubai Marina, Dubai",,,,,
160,Exquisite Living | Spacious | Prime Dubai Views,"130,000",Apartment,2,,3,"1,378 sqft","Sulafa Tower, Dubai Marina, Dubai",,,,on 27th of March 2025,
161,Fully Furnished | Upgraded | Vacant From 30th April,"103,999",Apartment,1,,2,712 sqft,"Studio One Tower, Dubai Marina, Dubai",,,,,TruBroker™
162,Marina View-Upgraded-Chiller Free,"240,000",Apartment,2,,2,"1,584 sqft","Al Mesk Tower, Dubai Marina Towers, Dubai Marina, Dubai",,,,on 16th of April 2025,TruBroker™
163,3 Bed + Maids | Unfurnished | Spacious,"229,999",Apartment,3,,4,"2,857 sqft","Marina Mansions, Dubai Marina, Dubai",,,,on 25th of March 2025,TruBroker™
164,MARINA VIEW | FULLY FURNISHED | MODERN,"110,000",Apartment,1,,2,708 sqft,"Bay Central (Central Tower), Bay Central, Dubai Marina, Dubai",,,,,
165,High Floor | Near Metro and Marina Walk | VOT,"125,000",Apartment,1,,1,"1,037 sqft","Ocean Heights, Dubai Marina, Dubai",,,,,
166,UPGRADED | PRIME LOCATION | MULTIPLE CHEQUES,"120,000",Apartment,1,,2,948 sqft,"DEC Tower 1, DEC Towers, Dubai Marina, Dubai",,,,on 2nd of April 2025,TruBroker™
167,1BED | MARINA VIEWS | ELEGANT DESIGN,"135,000",Apartment,1,,2,700 sqft,"DAMAC Heights, Dubai Marina, Dubai",,,,on 8th of April 2025,TruBroker™
